,Post ID,Comments
7250,CrRlg9QhNf5,This feels so unreal... 🥹
7251,CrRlg9QhNf5,Will always see 'Ruby Sunday ' as 'Kelly' from coronation street.
7252,CrRlg9QhNf5,What this about
7253,CrRlg9QhNf5,This Doctor is GIVVVING
7254,CrRlg9QhNf5,Is this Doctor who or Shaft? 😂
7255,CrRlg9QhNf5,Ncuti can totally pull off that Fro 🙌
7256,CrRlg9QhNf5,😂😂😂😂😂
7257,CrRlg9QhNf5,Hol' up that's dude from Sex Education
7258,CrRlg9QhNf5,Snazzy
7259,CrRlg9QhNf5,❤️
7260,CrRlg9QhNf5,I'll never get over how weird it is to see disney advertising doctor who.
7261,CrRlg9QhNf5,The Doctor has never looked more awesome
7262,CrRlg9QhNf5,Cloak & Dagger
7263,CrRlg9QhNf5,So excited for this to be on Disney+ 🙌🏻🙌🏻🙌🏻
7264,CrRlg9QhNf5,This seems like an episode where the doctor is still getting used to his regeneration- something about the shot of his reflection gives off that vibe
7265,CrRlg9QhNf5,please put the episodes with david tennant and matt smith on… that would be awesome!!!
7266,CrRlg9QhNf5,DOCTOR DISCO IS BACK IN ACTION !!! 🕺🪩
7267,CrRlg9QhNf5,😀
7268,CrRlg9QhNf5,❤️
7269,CrRlg9QhNf5,Doctor who and star wars disney love you 😍❤️😍
7270,CrRlg9QhNf5,❤️
7271,CrRlg9QhNf5,Doctor Who is on Disney+?
7272,CrRlg9QhNf5,Still weird that Disney are promoting DW
7273,CrRlg9QhNf5,I don’t know if I’ll ever get used to Disney promoting Doctor Who.
7274,CrRlg9QhNf5,"Will previous series be available on Disney,  or just upcoming?"
7275,CrRlg9QhNf5,Can’t wait!!!
7276,CrRlg9QhNf5,SERVING FOR ALL THE WHOVAINS 😍
7277,CrRlg9QhNf5,Makes me so happy to see Doctor Who popping up on Disney Plus :))
7278,CrRlg9QhNf5,Wait! It’s going to be available on Disney plus?! Amazing!!!
7279,CrRlg9QhNf5,HE LOOKS SO GOOD!!!
7280,CrRlg9QhNf5,Really pushing this decoy doctor. The doctor is going to try an regenerate…. An regen in to this guy for about half an episode before revealing that tennet will be in the whole series as the doctor.
7281,CrRlg9QhNf5,beyond excited for these two💙💙
7282,CrRlg9QhNf5,@petershuffle is this the 14th doctor that will come after the anticipated episode?
7283,CrRlg9QhNf5,@milliegibbo serving Emma Peel meets Tara King realness.
7284,CrRlg9QhNf5,Me so many other Aladdin series fans missing your wonderful beloved funny the Aladdin series so much. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. So please Disney you have rights the Aladdin series. Can not finally soon enjoy all episodes classic best cartoon Disney series missing the Aladdin series usa Sweden disney plus. @disneyplus @disneytva @disneystudios @disneyanimation @disneyaladdin @disneytvstudios
7285,CrRlg9QhNf5,@disneyplus thank you
7286,CrRlg9QhNf5,👏👏👏
7287,CrRlg9QhNf5,That it was @megdonnelly
7288,CrRlg9QhNf5,Woah
7289,CrRlg9QhNf5,Ironically
7290,CrRlg9QhNf5,Iconically sliving!
7291,CrRlg9QhNf5,"You guys should give live tv streaming features, give the disney channels and fox there"
7292,CrRlg9QhNf5,"Ooh, I look forward to the cosplays"
7293,CrRlg9QhNf5,Jhony dep should be the next doctor
7294,CrRlg9QhNf5,"Yeah baby, yeah 🤓"
7295,CrRlg9QhNf5,💙💙
7296,CrRlg9QhNf5,#no
7297,CrRNeQYvov5,Any trans or disabled characters?
7298,CrRNeQYvov5,They're making live action adaptation of lego monmey kid
7299,CrRNeQYvov5,sun wukong ???
7300,CrRNeQYvov5,It's giving Jake Long...
7301,CrRNeQYvov5,Ok Jackie Chan adventures
7302,CrRNeQYvov5,On native land
7303,CrRNeQYvov5,is that Sun Wukong
7304,CrRNeQYvov5,American Dragon Jack Long is the best 🔥
7305,CrRNeQYvov5,Looks like sun wukong
7306,CrRNeQYvov5,Just give me American Dragon already man
7307,CrRNeQYvov5,Jake Long sequel???
7308,CrRNeQYvov5,Why does it look like the staff from Monkie Kid?
7309,CrRNeQYvov5,Don’t make me read that as ”American Dragon”… don’t do that to me…
7310,CrRNeQYvov5,Wukong?!
7311,CrRNeQYvov5,I’m excited for this
7312,CrRNeQYvov5,I love mythology
7313,CrRNeQYvov5,Give us American Dragon!
7314,CrRNeQYvov5,No one gonna watch this
7315,CrRNeQYvov5,Did u cast a black dude for this too?
7316,CrRNeQYvov5,How about American dragon
7317,CrRNeQYvov5,so this is phase 5 yea?
7318,CrRNeQYvov5,Terrible name
7319,CrRNeQYvov5,#renewwillow #willow #willowseries #savewillow #wlw
7320,CrRNeQYvov5,#renewwillow #willow #willowseries #savewillow #wlw
7321,CrRNeQYvov5,this wreaks like early 2000’s chinese stereotypes. asian american films took a step forward with a show like ‘beef’ and then tasteless content like this brings it back 2  steps
7322,CrRNeQYvov5,"I read the book, now I’m SO HYPED for the series!!! LET THE MONKEY KING LIVE!!!"
7323,CrRNeQYvov5,I read that B as something else
7324,CrRNeQYvov5,Where’s Jake Long
7325,CrRNeQYvov5,Soooo American Dragon Jake Long?
7326,CrRNeQYvov5,American dragon live action
7327,CrRNeQYvov5,Is this American Dragon? (Please can it be)
7328,CrRNeQYvov5,SOO excitinggg😍😍😍😍
7329,CrRNeQYvov5,Is this based on the book? Loved it growing up.
7330,CrRNeQYvov5,Where’s the zodiac legacies movies??
7331,CrRNeQYvov5,If this isn’t Jake Long bro I am OUT
7332,CrRNeQYvov5,I think it's American dragon Jake long❤️
7333,CrRNeQYvov5,So excited for this show!!!
7334,CrRNeQYvov5,STOKED! Love the graphic novel!
7335,CrRNeQYvov5,🔥
7336,CrRNeQYvov5,Jake Long live action?
7337,CrRNeQYvov5,😍😍😍
7338,CrRNeQYvov5,Monkey king yes let's go!!!!
7339,CrRNeQYvov5,@itsnotannaan
7340,CrRNeQYvov5,@disneyplus two words… one name…. JAKE LONG
7341,CrRNeQYvov5,@vickieccc Disney’s doc on my boy @nkseto
7342,CrRNeQYvov5,@ridwanh08 jigana enak ditonton
7343,CrRNeQYvov5,@aidankennedy001 super exciting!
7344,CrRNeQYvov5,Who need a logo done?
7345,CrRNeQYvov5,Can we also get brandie and Mrs whiskers in Disney.
7346,CrRNeQYvov5,Might watch this show
7347,CrQ8bkhL85y,We just need amazing spider man 2 ffh nwh and venom 2
7348,CrQ8bkhL85y,Why this and not Amazing Spider-Man 2 like if you’re gonna put a bad Spider-Man movie on D+ why not TASM2
7349,CrQ8bkhL85y,is this shit staying on Netflix or are they gonna steal it
7350,CrQ8bkhL85y,Disney and sony must’ve stopped beefing
7351,CrQ8bkhL85y,sweaty eddie sweeps
7352,CrQ8bkhL85y,Lol normally Germany is behind with those movies on Disney plus. But Venom has been on there for quite some time. Still missing the second one though.
7353,CrQ8bkhL85y,Venom 2 when?
7354,CrQ8bkhL85y,Ant-Man quantumania?
7355,CrQ8bkhL85y,Mais il y était pas déjà?
7356,CrQ8bkhL85y,Coming when TotK releases...
7357,CrQ8bkhL85y,when will antman release on hotstar?
7358,CrQ8bkhL85y,Venom is already on Disney+
7359,CrQ8bkhL85y,"Shoot, that's my b-day"
7360,CrQ8bkhL85y,I got it on blu-ray I don't need D+
7361,CrQ8bkhL85y,What about venom 2 and morbuis
7362,CrQ8bkhL85y,BRING VENOM 2 IN A STREAMING PLATFORM!!!
7363,CrQ8bkhL85y,We Are Venom
7364,CrQ8bkhL85y,can we get carnage on disney plus next
7365,CrQ8bkhL85y,Finally 😮😮
7366,CrQ8bkhL85y,A ver cuando metéis la 2. Madre mía... 🤣
7367,CrQ8bkhL85y,spider venom coming soon?
7368,CrQ8bkhL85y,YAAAY
7369,CrQ8bkhL85y,Mmm I love that Symbiote
7370,CrQ8bkhL85y,❤️ ❤️ ❤️
7371,CrQ8bkhL85y,Finally! Woo-hoo!!!😁
7372,CrQ8bkhL85y,Yes!! Both the Venom films are my favorite comic book movies of all time
7373,CrQ8bkhL85y,"I just watched it for the first time recently, really good movie imo"
7374,CrQ8bkhL85y,FINALLY
7375,CrQ8bkhL85y,When will it be Morbin time?
7376,CrQ8bkhL85y,Oooh will carnage also be on there
7377,CrQ8bkhL85y,❤️
7378,CrQ8bkhL85y,😍😍😍
7379,CrQ8bkhL85y,Something is DEFINITELY going down behind the scenes at Disney🤔
7380,CrQ8bkhL85y,major W
7381,CrQ8bkhL85y,Cool
7382,CrQ8bkhL85y,👏👏👏👏😍😍😍
7383,CrQ8bkhL85y,Love venom so much
7384,CrQ8bkhL85y,What about Siderman into the spiderverse?
7385,CrQ8bkhL85y,Wasn't it already on Disney plus?
7386,CrQ8bkhL85y,WHAT
7387,CrQ8bkhL85y,😍😍😍
7388,CrQ8bkhL85y,Eh. Sony can keep this one 😂
7389,CrQ8bkhL85y,😂
7390,CrQ8bkhL85y,🥱🥱🥱
7391,CrQ8bkhL85y,Add morbius you cowards
7392,CrQ8bkhL85y,Booth Venom Movies @disneyplus?
7393,CrQ8bkhL85y,@ericpurcell89 loooook!!!!
7394,CrQ8bkhL85y,@pop_cini21
7395,CrQ8bkhL85y,@dreaming_of_summer_nights_21 😮
7396,CrQ8bkhL85y,WHERE IS SPIDER VERSE GRAHHHH
7397,CrQ46EALMxZ,Where’s no way home?
7398,CrQ46EALMxZ,WHAT ABOUT TASM2??????
7399,CrQ46EALMxZ,"WHERES TASM 2, FFH, NWH"
7400,CrQ46EALMxZ,No way home and far From home?
7401,CrQ46EALMxZ,soooo we're having a marathon this weekend right?
7402,CrQ46EALMxZ,Thr Amazing spider man 2 is missing 🥲
7403,CrQ46EALMxZ,But no way home?
7404,CrQ46EALMxZ,Im assuming the other Tom Holland movies are Far From Home with No Way Home 😂😂😂
7405,CrQ46EALMxZ,They've been on D+ tho. Am I in a time theft scenario?
7406,CrQ46EALMxZ,But they already are on Disney+?
7407,CrQ46EALMxZ,"Nwh, ffh, tasm 2, into the spider verse?"
7408,CrQ46EALMxZ,Justice for TASM2
7409,CrQ46EALMxZ,YAYYYYYY
7410,CrQ46EALMxZ,WHERES TASM2 😭💔
7411,CrQ46EALMxZ,Thats why i have Vudu with all the Spidey films
7412,CrQ46EALMxZ,Finally! These are the only good Marvel movies lol. Fr though I've been waiting for this in a long time
7413,CrQ46EALMxZ,POV you live in Australia and they have been on Disney + for like 2 years now
7414,CrQ46EALMxZ,"when will u add the rest spider man movies , spider man into the spider verse and the new spider man across the spider verse , spider man far from home, spider man no way home ,amazing spider man 2 and many spider man series doesn't have all the seasons, and all the spider man series are not there , pls add these mentioned above."
7415,CrQ46EALMxZ,With great power comes great plans for streaming Spider-Man movies this weekend 🕷️
7416,CrQ46EALMxZ,When you own all of them on blu ray😎
7417,CrQ46EALMxZ,Y el no way home? 🕴️
7418,CrQ46EALMxZ,TASM 2!!!!!!!!!!!!!!! Come onnnnnn
7419,CrQ46EALMxZ,In germany we already got it heh
7420,CrQ46EALMxZ,WE WON
7421,CrQ46EALMxZ,Took em long enough
7422,CrQ46EALMxZ,Tobey Maguire is still my favorite
7423,CrQ46EALMxZ,So awesome 🙌🏻🔥
7424,CrQ46EALMxZ,Jio cinema❤️>>>>>> disney🤫
7425,CrQ46EALMxZ,This is such amazing news!
7426,CrQ46EALMxZ,😍🫂❤️
7427,CrQ46EALMxZ,Love you spidey
7428,CrQ46EALMxZ,Naice 🔥
7429,CrQ46EALMxZ,💜🕷️
7430,CrQ46EALMxZ,but it’s 24 April rn and i can’t find this movie on disney+ …
7431,CrQ46EALMxZ,
7432,CrQ46EALMxZ,Andrew Garfield é melhor homem aranha e um ator incrível
7433,CrQ46EALMxZ,Amazing 🥹
7434,CrQ46EALMxZ,add into the spiderverse
7435,CrQ46EALMxZ,It's bout time
7436,CrQ46EALMxZ,Missing a few tho but thank you
7437,CrQ46EALMxZ,There’s no tasm 2 or sm Tom holland
7438,CrQ46EALMxZ,Le falta spiderman lejos de casa y spiderman sin camino a casa
7439,CrQ46EALMxZ,Y el sorprendente hombre araña 2
7440,CrQ46EALMxZ,Yo @disneyplus where the other Tom holland movies at ? C’mon foos
7441,CrQ46EALMxZ,@spxsz_76 tu sueño se ha hecho realidad 😎✨️
7442,CrQ46EALMxZ,@thekoviangh un maratón o q
7443,CrQ46EALMxZ,@elizabeth.elenjickal
7444,CrQ46EALMxZ,@user79797979799 che bello sei
7445,CrQ46EALMxZ,Please release amazing Spider-Man in hdr Dolby atmos
7446,CrQ46EALMxZ,@leocalvaire_ii ?????
7447,CrOUHsOrfB_,I needa renew my subscription 😢
7448,CrOUHsOrfB_,They need to make more episodes
7449,CrOUHsOrfB_,"its not that hard to recast a character, and im refering to cara dune"
7450,CrOUHsOrfB_,Worst episode in the series
7451,CrOUHsOrfB_,"Was this season as good as season 1 and 2? Definitely not, but is it as trash as people are claiming it is? Far from it... this was honestly a good season, not great, not amazing, just good, and I for one am okay with that. But now that Din and Grogu are out there doing their own thing again, I'm expecting season 4 to focus on just those 2."
7452,CrOUHsOrfB_,Why did y'all do a 50 min episode just to show that woman working in the new Republic to snitch to Moff???
7453,CrOUHsOrfB_,Anyone interested in Star was Fan GC ??
7454,CrOUHsOrfB_,"There'll be a season 4 , it'll be the final season following a movie"
7455,CrOUHsOrfB_,"Final season,so soon 😢"
7456,CrOUHsOrfB_,That was honestly one of my favorite seasons of any Star Wars of all time… all I ask is that there is more  thanks!!!
7457,CrOUHsOrfB_,What a creative failure of a season
7458,CrOUHsOrfB_,Are we a joke to you guys?? 30 minute finale?? Yeahh amazing🚮🗑️🗑️🗑️
7459,CrOUHsOrfB_,"What a Trainwreck of a season.... Maybe had you let Dave and Jon do what they wanted to do and what they were evidently setting up to do, you wouldn't have left yet another divide in the fanbase. Luke skywalker should have kept the child and the mandalorian should have taken mandalore either with or without Bo katan. The first 2 seasons of the show were perfect, this season... It was just really mediocre. I honestly want to know what other star wars fans felt about this season."
7460,CrOUHsOrfB_,Brilliant last two episodes to season three. What a build up. The finale was another epic episode. Waiting for season 4.
7461,CrOUHsOrfB_,This season was trash 🗑️
7462,CrOUHsOrfB_,"Boy was the underwhelming, and felt rushed,"
7463,CrOUHsOrfB_,9.5/10
7464,CrOUHsOrfB_,Where is R5?? Is R5 okay???
7465,CrOUHsOrfB_,I love Din Grogu ❤️❤️❤️
7466,CrOUHsOrfB_,disneyfied show
7467,CrOUHsOrfB_,Finale was shit
7468,CrOUHsOrfB_,Using Moff Gideon as the main villain 3 seasons in a row kinda hinders the season. They should of brought in someone new
7469,CrOUHsOrfB_,Amazing episode
7470,CrOUHsOrfB_,Season 4🙌🙌🙌
7471,CrOUHsOrfB_,I wanna say thank you to Disney and all the crew for a new season of the Mandalorian 🔥👏👏
7472,CrOUHsOrfB_,Man what happened to the doctor guy we haven't seen him since that episode
7473,CrOUHsOrfB_,41 mins with credits SMH come on y'all
7474,CrOUHsOrfB_,"Dont let your speculation affect your expectation, and youll be ok. Otherwise? Its rough"
7475,CrOUHsOrfB_,YES! YES! YES! YES! YES! YES! YES! YES! YES! YES! YES!
7476,CrOUHsOrfB_,Great season 🫡
7477,CrOUHsOrfB_,This is the way❤️
7478,CrOUHsOrfB_,it was a decent finale
7479,CrOUHsOrfB_,Awsome overall  but expected more action
7480,CrOUHsOrfB_,Din Grogu 💚
7481,CrOUHsOrfB_,"Decent finale. Not as good as Season 1 and 2, but still good 👍"
7482,CrOUHsOrfB_,yall really waited till the very end for a hot poster huh
7483,CrOUHsOrfB_,WE NEED S4 ASAP 🔥
7484,CrOUHsOrfB_,"Great season. 🙌❤️ Star Wars fans just easily disappointed because everyone has something THEY want to see. Not your show to dictate. Enjoy it for what it is. I enjoyed it. Laughed, cried, and we got a satisfying ending to Mando and Grogu. I really hope we see more. I’ll miss them terribly."
7485,CrOUHsOrfB_,Welcome Good Student This is Way Din Grogu 😍😢
7486,CrOUHsOrfB_,👏👏👏👏😀😀🔥
7487,CrOUHsOrfB_,This season was so great!!! ❤️❤️❤️
7488,CrOUHsOrfB_,😍😍😍😍😍😍
7489,CrOUHsOrfB_,Proud of my bébé 💚
7490,CrOUHsOrfB_,"I really enjoyed the finale episode, the epic battle, wrapping up the Moff Gideon arc, the battle with the Praetorian Guards all was done perfectly, the final ending felt like a series finale, so happy and wholesome :) 🙌"
7491,CrOUHsOrfB_,Some really great highs and some really terrible lows. Fire Kathleen Kennedy and hand everything to Jon and Dave.
7492,CrOUHsOrfB_,👏🔥👏🔥👏👏
7493,CrOUHsOrfB_,"Sooo, that’s what a shart looks like.  And, umm, #lizzothehutt 🤮💩🔥👀"
7494,CrOUHsOrfB_,Why was the last episode so short. You guys suck so bad omg 🤡🤡🤡🤡🤡 make MORE EPISODES AND MAKE THEM LONGER!!!!!
7495,CrOUHsOrfB_,@bestahmed …🤘🏽
7496,CrOUHsOrfB_,my brother @chickenpr0 looking good there
7497,CrMkFfuPlFY,Give us Susie Q and tower of terror already
7498,CrMkFfuPlFY,Princess protection program
7499,CrMkFfuPlFY,Go Figure
7500,CrMkFfuPlFY,Still waiting for Under Wraps 🧟
7501,CrMkFfuPlFY,Descendants🫶🏻🫶🏻 Rest in peace Cameron Boyce legend🕊❤️
7502,CrMkFfuPlFY,The Cheetah Girls
7503,CrMkFfuPlFY,For the 40th anniversary you should put My Date With The Presidents Daughter on Disney+
7504,CrMkFfuPlFY,High school musical then camp rock then lemonade mouth  then teen beach then descendants then zombies
7505,CrMkFfuPlFY,Descendants all the way
7506,CrMkFfuPlFY,PUT MY DATE WITH THE PRESIDENTS DAUGHTER ON PLSSSSS
7507,CrMkFfuPlFY,Descendants!!
7508,CrMkFfuPlFY,Only descendants and zombies 😭😭
7509,CrMkFfuPlFY,CHEETAH GIRLS 🩷💜💛🩵
7510,CrMkFfuPlFY,Descendant and Zombies
7511,CrMkFfuPlFY,Definitely Zombies
7512,CrMkFfuPlFY,Everything but zombies
7513,CrMkFfuPlFY,Smart House and Zenon Girl of the 21st Century. I love the classics
7514,CrMkFfuPlFY,All classics.
7515,CrMkFfuPlFY,Can we get the original bug juice?
7516,CrMkFfuPlFY,"I would choose to watch the cheetah girls ,teen beach movie, zombies and let it shine"
7517,CrMkFfuPlFY,"Spin , Zombies and Descendants😍🤩"
7518,CrMkFfuPlFY,Spin is the only movie on here that I haven’t seen!
7519,CrMkFfuPlFY,ZOMBIES LET’S GOOOOO
7520,CrMkFfuPlFY,When will we get the 90s era MMC on Disney+ ?
7521,CrMkFfuPlFY,Thanks for making Descendants and Zombies
7522,CrMkFfuPlFY,Descendants and Zombies 💜🖤💚
7523,CrMkFfuPlFY,Make sure to listen to our podcast Zetus Lepetus where 3 30-somethings rewatch each DCOM and discuss them in wayyyy too much detail. Warning: chaos ensues.
7524,CrMkFfuPlFY,"Oh, the garbage years."
7525,CrMkFfuPlFY,My DCOM watchlist is definitely “Horse Sense”!
7526,CrMkFfuPlFY,"High school musical, duh"
7527,CrMkFfuPlFY,house of mouse finally dropping to celebrate the 40th anniversary?????
7528,CrMkFfuPlFY,Zenon of course
7529,CrMkFfuPlFY,What if you’ve literally seen all of these and not just one time lol?!??
7530,CrMkFfuPlFY,❤️
7531,CrMkFfuPlFY,Play them on Disney Channel so the new generation will know them
7532,CrMkFfuPlFY,lemonade mouth!!
7533,CrMkFfuPlFY,Where’s house of mouse?
7534,CrMkFfuPlFY,But you’re not gonna play them on disney channel? 😒
7535,CrMkFfuPlFY,The Color of Friendship!
7536,CrMkFfuPlFY,Z-O-M-B-I-E-S
7537,CrMkFfuPlFY,When is House of mouse coming to @disneyplus
7538,CrMkFfuPlFY,@juhrule
7539,CrMkFfuPlFY,@ryan_owateva
7540,CrMkFfuPlFY,"High School Musical, Spin, Teen Beach Movie, Wendy Wu : Homecoming Warrior, Z-O-M-B-I-E-S, and Descedants @disneychannel @disneyplus @disneyplushotstarid #DisneyChannel40"
7541,CrMkFfuPlFY,@jessfoxxxx Brink and Cadet Kelly
7542,CrMkFfuPlFY,Original Under Wraps seems to still be missing. @weird_wanderings_
7543,CrMkFfuPlFY,Ok but we need to do something to celebrate the 15th Anniversary of Camp Rock @disneychannel 🕶️
7544,CrMkFfuPlFY,@disneyplus @jonasbrothers @ddlovato camp rock 🔥🔥🔥🔥
7545,CrMkFfuPlFY,@nikkidrsantos
7546,CrMkFfuPlFY,@itsmargeee
7547,CrLvWx3hlcc,And he will be mad if he saw phase 4 and 5 😂💀
7548,CrLvWx3hlcc,100 years? He dead
7549,CrLvWx3hlcc,Legend 🔥
7550,CrLvWx3hlcc,The 🐐
7551,CrLvWx3hlcc,❤️
7552,CrLvWx3hlcc,Thanks for everything Stan Lee 🥺
7553,CrLvWx3hlcc,Why yah got rid of the only black character in lilo and stitch 🤨
7554,CrLvWx3hlcc,Got anything for the 40th Anniversary of Disney Channel?
7555,CrLvWx3hlcc,👏😍
7556,CrLvWx3hlcc,can I watch someone?  so someone give me their data?
7557,CrLvWx3hlcc,Rest in peace Stan Lee rest in peace😢
7558,CrLvWx3hlcc,🔥🔥🔥
7559,CrLvWx3hlcc,Should of just called it Excelsior
7560,CrLvWx3hlcc,Awesome but they should also own up to the fact that he got an awful deal on the Marvel sale and was treated badly for years after.
7561,CrLvWx3hlcc,Excelsior! 🙌
7562,CrLvWx3hlcc,Please give regional support to Azerbaijan
7563,CrLvWx3hlcc,He brought a lot of enjoyment in his work. He is definitely missed. ❤️
7564,CrLvWx3hlcc,616….. creative
7565,CrLvWx3hlcc,Yes please🔥
7566,CrLvWx3hlcc,Stan Lee my hero ❤️❤️❤️😍👏
7567,CrLvWx3hlcc,Can't wait for this
7568,CrLvWx3hlcc,"Met the man once , have to say he was very nice3 and fun to chat with"
7569,CrLvWx3hlcc,Stan Lee is rolling over in his grave as he watches the way Disney has destroyed Marvel.
7570,CrLvWx3hlcc,@kevinkane669
7571,CrLvWx3hlcc,@ajdavis53 @just_jake824
7572,CrLvWx3hlcc,@jamesteffen
7573,CrLvWx3hlcc,@maxmorgans
7574,CrLvWx3hlcc,@miko_star
7575,CrLvWx3hlcc,@andresbroussard 😍❤️
7576,CrLvWx3hlcc,Azerbaijan pls
7577,CrLvWx3hlcc,❤️❤️❤️❤️❤️
7578,CrLvWx3hlcc,Leyenda❤️
7579,CrLvWx3hlcc,Can’t wait
7580,CrLvWx3hlcc,I would love to watch it about my late hero
7581,CrLvWx3hlcc,Amazing ❤️❤️
7582,CrLvWx3hlcc,Excelsior ❤️
7583,CrLvWx3hlcc,❤️
7584,CrLvWx3hlcc,@juliebenson  @shawnambenson
7585,CrLvWx3hlcc,Can’t wait. ❤️❤️❤️
7586,CrLvWx3hlcc,🔥🔥🔥
7587,CrLvWx3hlcc,❤️❤️❤️❤️❤️❤️
7588,CrLvWx3hlcc,Excelsior ❤️
7589,CrLvWx3hlcc,😍😍😍
7590,CrLvWx3hlcc,@carolineee__victoria
7591,CrLvWx3hlcc,Cool
7592,CrLvWx3hlcc,👏👏👏👏👏
7593,CrLvWx3hlcc,🥺
7594,CrLvWx3hlcc,👏🔥
7595,CrLvWx3hlcc,✅✅✅✅✅✅
7596,CrLvWx3hlcc,❤️
7597,CrJEOJFr2KI,Can we see Grogu wield a lightsaber on that droid?
7598,CrJEOJFr2KI,Yes yes yes yes yes yes yes yes yes
7599,CrJEOJFr2KI,Rip Chad Vizila
7600,CrJEOJFr2KI,"Yes, yes, yes, yes"
7601,CrJEOJFr2KI,Ok you added jack black … but Lizzo?!! Cmon now 😂
7602,CrJEOJFr2KI,"The Praetorian guards look so damn scary, would love to see Luke come back again and solo them"
7603,CrJEOJFr2KI,Where is new episode of 911?
7604,CrJEOJFr2KI,Way better than the last episode
7605,CrJEOJFr2KI,"I'm a little disappointed we didn't really get IG12 back 😢. Dins crew needs a badass droid, kinda like how Cassian had K2."
7606,CrJEOJFr2KI,"Yes, yes, yes, yes, yes."
7607,CrJEOJFr2KI,#yesyesyes
7608,CrJEOJFr2KI,The Midalorian
7609,CrJEOJFr2KI,"Yes, yes, yes, yes, yes, yes, yes…"
7610,CrJEOJFr2KI,Yas!
7611,CrJEOJFr2KI,I love praetorian guards!! ❤️😍
7612,CrJEOJFr2KI,NO 😂😂😂
7613,CrJEOJFr2KI,Praetorian Guards is the best one so far.
7614,CrJEOJFr2KI,"don't take Din away from me, please…. 🥺🙏🏻"
7615,CrJEOJFr2KI,KSI: yes yes yes yes yes yes...no no no no no no
7616,CrJEOJFr2KI,Yes yes yes yes yes yes yes yes yes yes yes yes
7617,CrJEOJFr2KI,❤️
7618,CrJEOJFr2KI,That’s the best image of the Praetorian Guards I’ve seen so far.
7619,CrJEOJFr2KI,Yes yes yes yes yes yes yes yea
7620,CrJEOJFr2KI,Wish all the mandolorian episodes were as good as this ones. The Praetorian guard coming in were awesome. Showing how high class they actually are. The whole season has been filler unfortunately.
7621,CrJEOJFr2KI,Ready for Wednesday !!!!!!
7622,CrJEOJFr2KI,YES YES YES YES YES
7623,CrJEOJFr2KI,so excited for the next episode 👏
7624,CrJEOJFr2KI,"IGr0gu is JOKE and not a good one at that. It looks 🤮🤮🤮🤮🤮 and is utterly DUMB. He should have stayed out of the show he has no place being here anymore he's outstayed his novelty. The Praetorian Guards however are Chef's kiss they look Siiiiiick and where far more formidable and threatening, had such presence and impact than those presented in  Ep 8."
7625,CrJEOJFr2KI,Murderers. Justice will be served for the Vizla clan. This is the way.
7626,CrJEOJFr2KI,@davdark_
7627,CrJEOJFr2KI,@lovesangria
7628,CrJEOJFr2KI,can't wait ~~~~~~
7629,CrJEOJFr2KI,Where's my Black Series IG-12 Grogu @hasbropulse ? You know you want to. 😂
7630,CrJEOJFr2KI,"Yes, yes, yes, yes, yes🔥"
7631,CrJEOJFr2KI,No just iggrogu
7632,CrJEOJFr2KI,"Yes, yes, yes ,yes"
7633,CrJEOJFr2KI,Yes Yes Yes Yes Yes YesYes Yes Yes
7634,CrJEOJFr2KI,It isnt on the dutch disney+ i cant whatch it
7635,CrJEOJFr2KI,Krangrogu
7636,CrJEOJFr2KI,🔥🔥
7637,CrJEOJFr2KI,No no no no no no no no 😂
7638,CrJEOJFr2KI,❤️
7639,CrJEOJFr2KI,Mecha Grogu
7640,CrJEOJFr2KI,Dobry był odcinek 🔥🔥
7641,CrJEOJFr2KI,😍😍😍
7642,CrJEOJFr2KI,No no no no no no no
7643,CrJEOJFr2KI,🙌🙌
7644,CrJEOJFr2KI,"Grogu finally gets to “speak” and his voice heard now, cuz he (IG12) can’t be pushed around 🙌"
7645,CrJEOJFr2KI,Please create a disabled Disney princess
7646,CrJEOJFr2KI,Finally!
7647,CrEHv9_hfoh,Hey americans you have to watch Bundesliga german football ist nice and the Fan culture is the best in the World 🔥❤️
7648,CrEHv9_hfoh,Give me avatar and antman
7649,CrEHv9_hfoh,La Liga best league in the world 🔥
7650,CrEHv9_hfoh,🔥🔥🔥🔥
7651,CrEHv9_hfoh,"This month’s content sucks j like every other month, do better"
7652,CrEHv9_hfoh,SUGAAAAA 🔥🔥🔥
7653,CrEHv9_hfoh,I LOVE The Crossover!! Thanks for this series.
7654,CrEHv9_hfoh,"Hey Disney execs can you please put all the Bluey episodes on, please and thanks ❤️"
7655,CrEHv9_hfoh,Not watching Peter Pan and Wendy.
7656,CrEHv9_hfoh,SUGA 💜💜
7657,CrEHv9_hfoh,We don’t even get half of these in the uk
7658,CrEHv9_hfoh,SUGGAAAAAA💯🔥
7659,CrEHv9_hfoh,Suga!!!! 💜
7660,CrEHv9_hfoh,AGUST D !!!!!! 💜🐱
7661,CrEHv9_hfoh,sugaaaaa💜
7662,CrEHv9_hfoh,Suga! 💜💜💜💜💜💜💜💜💜💜💜
7663,CrEHv9_hfoh,"Cancelled a year ago, won't let you indoctrinate my children with your gender queer bullshit"
7664,CrEHv9_hfoh,Nö
7665,CrEHv9_hfoh,NBA Playoffs should be headlining
